1139:377:4:"2000-11-22 08:29:17"
667:70:4:"2000-12-17 23:01:08"
3441:1704:4:"2000-10-31 03:57:02"
3927:2803:4:"2000-08-08 06:43:20"
712:1029:4:"2000-11-30 00:11:43"
3082:312:3:"2000-09-24 09:20:14"
3625:805:4:"2000-08-18 03:40:46"
4041:3020:5:"2000-08-05 23:53:16"
604:2574:2:"2000-12-03 20:08:21"
2703:1912:4:"2000-11-04 02:00:45"
5037:1537:4:"2000-07-09 13:51:30"
1272:3578:4:"2000-11-21 14:49:19"
925:1286:4:"2000-11-26 01:21:40"
4819:2719:4:"2000-07-07 01:34:37"
4904:3623:3:"2000-07-04 06:40:55"
195:1059:3:"2001-04-15 04:44:03"
2038:3418:4:"2000-11-19 23:16:44"
4344:1199:5:"2000-08-02 18:21:53"
2165:2117:4:"2000-11-19 07:33:59"
1851:2700:3:"2000-11-20 06:16:38"
2100:1025:3:"2000-11-19 22:50:28"
1701:1977:1:"2000-11-20 09:16:08"
3557:2395:5:"2000-08-20 22:58:23"
5317:446:5:"2000-06-13 16:29:34"
3229:589:2:"2000-09-10 06:15:15"
3536:3617:5:"2000-08-21 21:17:38"
5585:2872:5:"2000-05-25 21:59:09"
1720:3753:4:"2000-11-20 08:26:58"
2092:1949:3:"2000-11-19 23:09:42"
839:1885:4:"2001-01-24 03:47:21"
4096:3421:5:"2000-08-04 21:50:55"
5602:1961:4:"2000-05-25 00:39:24"
2713:2078:1:"2000-11-03 22:25:26"
524:628:5:"2000-12-07 06:53:10"
2134:663:3:"2000-11-19 15:40:57"
4169:418:2:"2000-12-12 03:56:44"
3571:2716:4:"2000-08-20 04:15:45"
5707:2273:4:"2000-08-11 05:48:07"
4064:2410:1:"2000-08-05 14:31:24"
3814:3044:2:"2000-08-11 02:02:25"
3172:3751:1:"2003-02-10 00:08:29"
166:2599:4:"2000-12-19 01:51:20"
5262:3635:2:"2000-06-17 00:20:21"
2605:3917:4:"2000-11-09 06:32:18"
5692:80:5:"2000-05-18 21:31:30"
5018:2067:5:"2000-07-03 02:18:07"
4556:235:4:"2000-07-27 04:29:32"
524:1396:3:"2000-12-07 06:52:37"
1527:648:3:"2000-12-01 19:42:45"
2929:2513:3:"2000-10-15 07:50:34"
4083:1876:1:"2000-08-05 09:25:05"
2676:3916:4:"2000-11-05 06:10:12"
6003:1136:5:"2000-04-29 06:21:29"
5831:3584:3:"2000-05-09 18:33:04"
1613:2231:4:"2000-11-20 16:17:53"
3312:252:3:"2000-12-13 02:54:53"
5686:785:3:"2000-05-19 00:24:50"
3576:3686:1:"2000-08-19 22:56:07"
1116:593:5:"2000-11-22 18:20:08"
1880:3697:2:"2000-11-20 05:41:17"
2371:2497:4:"2000-11-16 02:28:03"
4126:504:5:"2001-05-07 14:11:34"
4295:779:1:"2000-08-03 04:58:49"
2338:1127:4:"2000-11-17 03:52:31"
2737:549:2:"2000-11-03 06:18:34"
5077:3317:3:"2000-07-03 22:00:38"
5443:3247:5:"2000-06-02 23:34:21"
1969:2872:4:"2000-11-20 05:04:48"
5140:2882:4:"2000-07-29 15:18:21"
3673:2973:4:"2000-08-16 21:35:43"
2053:1210:5:"2000-11-19 20:17:47"
743:3786:4:"2000-11-29 04:32:48"
4268:674:5:"2000-08-03 14:40:36"
4305:1374:3:"2000-08-03 02:54:47"
2750:2946:4:"2000-11-02 22:21:47"
4447:2523:2:"2000-08-02 01:52:39"
4627:3104:4:"2000-07-20 18:19:14"
4371:2171:4:"2000-08-02 03:57:04"
3626:2433:3:"2001-01-11 22:03:07"
1273:1212:5:"2000-11-21 14:46:37"
109:1270:4:"2000-12-22 21:16:26"
4488:3763:4:"2000-07-31 04:43:11"
2130:366:3:"2000-11-19 15:12:15"
5767:3256:4:"2000-05-23 06:46:21"
3126:1089:4:"2000-09-18 19:20:00"
2565:2375:4:"2000-11-11 20:24:19"
429:788:3:"2000-12-08 07:59:40"
3242:2529:5:"2000-09-07 17:59:18"
2891:2395:3:"2000-10-20 04:38:14"
5475:1466:3:"2000-06-14 01:41:59"
1152:2959:4:"2000-11-22 06:37:39"
664:2028:4:"2000-12-01 05:52:17"
5925:2243:4:"2000-05-02 18:49:49"
1976:2059:5:"2000-11-20 04:28:21"
1499:1707:4:"2000-11-22 00:42:41"
1419:2792:2:"2000-11-20 23:53:01"
4169:3867:2:"2000-10-15 04:54:39"
4380:3174:3:"2000-08-02 02:29:28"
544:940:4:"2000-12-06 20:17:09"
3126:2571:5:"2000-09-18 19:17:10"
3420:838:4:"2001-05-10 18:14:45"
1004:3527:4:"2000-11-24 05:25:33"
5111:2972:5:"2000-06-30 04:44:48"
2910:2447:4:"2002-03-18 18:15:09"
2042:2987:4:"2000-11-19 21:51:22"
5922:3606:4:"2000-05-02 22:05:06"
2840:733:3:"2000-10-26 17:04:45"
1843:3897:4:"2000-11-20 05:55:05"
2060:1059:2:"2000-11-19 20:04:01"
1595:1240:5:"2000-11-21 02:13:50"
4908:2968:5:"2000-07-04 06:21:44"
1647:881:3:"2003-01-05 04:45:32"
4444:2908:5:"2000-08-01 02:18:35"
3081:1197:5:"2000-09-24 14:55:28"
482:316:3:"2000-12-08 03:24:14"
5012:2527:2:"2000-07-03 02:28:47"
5824:2987:4:"2000-05-09 21:25:32"
4058:1717:2:"2000-08-05 18:56:32"
1330:1223:5:"2000-11-21 04:19:24"
4888:1248:4:"2000-07-04 21:03:04"
4454:117:3:"2000-08-01 00:47:16"
3049:2065:4:"2000-09-29 01:30:57"
1736:2081:1:"2000-11-20 08:21:06"
4448:594:4:"2000-08-22 20:12:12"
2020:1892:3:"2000-11-20 00:12:35"
1317:11:4:"2000-11-26 05:49:35"
3391:499:3:"2003-02-25 17:13:20"
1639:3528:5:"2000-11-25 10:01:37"
4488:2553:4:"2000-07-31 05:27:15"
5597:188:1:"2000-05-25 02:24:48"
2994:1394:4:"2000-10-05 02:33:59"
2643:1199:3:"2000-11-07 03:29:18"
1807:1917:5:"2000-11-20 18:45:11"
4480:851:3:"2000-07-31 09:22:50"
5221:1132:3:"2000-06-20 23:11:52"
925:1307:4:"2000-11-26 01:29:06"
2093:3865:4:"2000-11-19 18:18:33"
5865:29:3:"2000-05-07 00:56:32"
1883:1674:5:"2000-11-22 07:55:48"
4716:1678:4:"2000-07-26 15:36:13"
549:524:5:"2000-12-06 03:01:32"
4134:1964:3:"2000-08-04 02:59:46"
699:86:4:"2000-11-30 05:46:38"
2456:1699:2:"2000-11-14 06:09:31"
5874:1947:4:"2000-05-08 16:33:42"
2766:3035:5:"2000-11-02 02:04:39"
2507:2612:5:"2000-11-13 03:09:57"
995:11:4:"2000-11-24 21:58:01"
3224:3317:5:"2001-04-01 22:40:05"
1495:1032:3:"2000-11-20 20:37:10"
3417:1278:3:"2000-08-27 19:36:42"
3808:546:1:"2000-08-11 05:28:58"
5755:3467:5:"2000-05-14 02:43:12"
4253:2500:2:"2000-08-07 21:54:21"
2109:175:3:"2000-11-19 19:22:17"
2955:3300:2:"2000-10-10 21:42:51"
5291:3462:4:"2001-02-08 01:06:04"
1820:947:4:"2000-11-20 07:01:49"
2572:1357:4:"2000-11-11 03:02:01"
157:2628:2:"2000-12-19 18:41:19"
1068:1821:4:"2000-11-23 03:49:41"
2910:1971:3:"2002-03-18 18:27:48"
2996:1646:2:"2000-10-28 23:35:16"
749:596:3:"2000-12-06 18:58:17"
1194:113:3:"2000-11-22 00:49:23"
2804:367:4:"2000-10-29 05:29:17"
1509:2389:3:"2000-11-21 19:51:06"
549:2073:4:"2000-12-06 17:01:19"
4605:3163:2:"2000-07-21 20:23:32"
2141:381:5:"2000-11-19 13:06:26"
2888:434:2:"2000-10-20 18:19:17"
5956:2997:4:"2000-04-30 09:55:36"
3779:838:3:"2000-08-12 00:34:16"
5795:678:4:"2000-05-11 22:40:25"
142:2028:3:"2000-12-20 23:43:20"
134:3301:3:"2001-11-12 21:08:02"
151:728:4:"2001-06-21 12:33:23"
877:1370:4:"2000-11-26 20:59:56"
5699:2081:3:"2000-05-18 04:58:11"
1322:368:4:"2000-11-21 04:43:40"
549:3871:4:"2000-12-06 17:56:53"
4867:1295:4:"2000-07-06 15:54:07"
647:216:1:"2000-12-02 00:51:36"
3389:39:3:"2000-08-29 15:36:01"
4715:3265:5:"2000-07-13 01:32:10"
857:910:5:"2000-11-27 17:58:59"
5689:1396:3:"2000-05-18 04:35:35"
4704:2641:2:"2000-07-14 01:49:29"
4807:34:4:"2000-07-07 04:35:09"
2199:2908:5:"2000-11-19 04:56:07"
5410:3704:3:"2000-06-06 00:28:23"
2073:917:4:"2000-11-19 22:21:17"
412:2153:3:"2000-12-11 17:40:20"
3450:2302:5:"2000-08-26 01:00:17"
4675:1721:3:"2000-07-16 10:13:21"
1298:1955:4:"2000-11-21 21:09:43"
5775:25:5:"2000-05-12 23:22:09"
2088:3507:5:"2000-11-19 20:11:20"
5627:153:2:"2000-05-23 02:38:39"
4386:1213:5:"2000-08-02 01:05:59"
3189:1091:2:"2000-09-25 10:11:45"
4135:3782:5:"2000-08-04 05:14:52"
1706:2727:3:"2000-11-20 09:07:26"
2855:3751:5:"2000-10-25 22:33:40"
1418:208:2:"2000-11-21 03:25:44"
3610:1016:2:"2000-12-27 04:51:52"
4318:2513:4:"2000-08-04 11:16:04"
795:2231:4:"2000-12-02 12:21:18"
1072:903:4:"2000-11-23 02:20:49"
2365:1961:4:"2000-11-16 03:23:02"
3054:2575:5:"2000-10-04 01:27:06"
5974:1204:5:"2000-04-28 20:29:53"
4928:1247:4:"2000-07-04 02:38:59"
4655:2212:3:"2000-07-18 08:25:30"
1425:3511:2:"2002-11-29 05:16:19"
2038:2858:5:"2000-11-19 21:47:14"
3558:1220:5:"2000-08-20 22:31:09"
5915:1544:3:"2000-05-03 07:53:40"
6040:1212:5:"2001-08-10 16:29:56"
4736:2819:5:"2000-07-11 08:48:57"
148:552:4:"2000-12-20 18:36:02"
1298:1370:4:"2000-11-21 18:39:44"
651:3388:2:"2000-12-05 02:09:11"
2293:3871:3:"2000-11-18 02:44:20"
1284:3578:4:"2001-01-07 01:21:19"
2430:724:3:"2000-11-14 19:00:19"
4422:39:3:"2000-08-01 20:37:27"
2489:2424:3:"2001-06-13 17:33:58"
2063:344:3:"2000-11-19 20:57:00"
5392:1704:4:"2000-06-06 22:40:24"
2907:2378:2:"2000-10-18 05:32:49"
3093:3152:5:"2000-09-22 21:36:08"
4401:30:3:"2000-08-01 21:55:10"
5812:1092:4:"2000-09-06 08:51:24"
3163:1035:5:"2000-09-15 22:31:08"
2566:377:4:"2000-11-11 18:55:32"
2488:1961:5:"2000-11-13 20:12:40"
1168:2808:4:"2000-11-22 23:41:59"
4186:3070:2:"2000-08-03 20:32:41"
4238:2791:5:"2000-08-04 20:57:00"
5981:500:3:"2000-04-28 16:58:49"
4091:2710:4:"2000-08-04 23:40:46"
1088:1968:4:"2001-03-04 23:06:09"
757:2719:2:"2000-11-29 00:09:12"
2424:1544:2:"2000-11-20 04:12:51"
1103:3476:3:"2000-11-22 20:59:33"
175:2908:5:"2000-12-18 04:51:52"
2531:497:4:"2000-11-12 19:20:18"
4213:110:5:"2000-08-09 18:31:15"
2335:2664:5:"2000-11-17 02:22:54"
1120:2622:5:"2000-11-22 18:07:48"
927:1821:4:"2001-01-14 02:02:22"
958:3201:5:"2000-11-25 06:18:06"
5720:2598:1:"2000-05-17 17:14:35"
140:412:4:"2000-12-21 01:33:51"
3308:2787:3:"2000-09-03 18:41:46"
1209:2150:4:"2000-11-21 23:19:34"
5531:3256:4:"2000-05-29 19:12:13"
5367:719:1:"2000-06-09 00:49:53"
935:2571:3:"2000-11-25 20:57:38"
1939:3104:4:"2000-11-20 04:31:39"
3625:608:3:"2000-08-18 03:23:00"
4953:1299:5:"2000-07-03 17:25:41"
1680:88:2:"2000-11-21 21:22:14"
3026:231:1:"2000-10-02 07:07:05"
3576:1200:3:"2000-08-19 23:11:32"
649:260:5:"2000-12-01 22:20:38"
2780:3500:3:"2000-10-31 20:43:39"
3733:25:3:"2000-11-13 04:55:10"
3675:2155:2:"2000-08-15 21:50:55"
3331:357:4:"2000-09-02 02:17:55"
4510:3701:3:"2000-07-30 22:36:26"
3533:2762:4:"2000-08-29 00:46:14"
5096:2668:2:"2000-06-30 18:42:35"
4053:1371:3:"2000-08-05 19:31:33"
3629:1104:3:"2000-08-17 20:38:22"
5945:3471:2:"2000-05-01 18:47:13"
415:1086:4:"2000-12-22 16:51:49"
5511:2346:3:"2000-05-30 22:04:00"
2645:1081:2:"2000-11-07 02:28:02"
3079:260:5:"2001-01-09 23:28:15"
2098:3090:2:"2000-11-19 18:12:43"
5770:3168:5:"2000-05-13 01:08:40"
1203:3285:4:"2000-11-21 23:12:35"
4979:1963:4:"2000-07-03 06:30:40"
4118:111:5:"2000-08-09 09:04:01"
3958:2268:5:"2000-08-07 20:48:40"
4593:1730:5:"2000-07-22 05:42:10"
2861:2333:4:"2000-10-25 21:54:40"
2899:3424:2:"2000-10-19 03:26:55"
4268:2436:4:"2000-08-03 14:03:02"
4620:877:4:"2000-07-20 22:05:37"
3474:800:5:"2000-08-24 18:13:02"
5813:1513:3:"2000-05-10 02:01:12"
5086:150:4:"2000-06-30 22:11:43"
4466:2641:3:"2000-07-31 21:11:09"
66:2858:5:"2000-12-27 03:59:39"
5468:858:5:"2000-06-02 00:19:36"
5367:3252:4:"2000-06-09 01:58:01"
5107:1569:3:"2000-06-30 05:48:07"
5786:210:4:"2000-05-12 16:49:45"
3111:765:3:"2000-09-20 22:21:37"
3198:1977:2:"2000-09-11 03:09:35"
4115:2672:4:"2000-08-04 07:04:49"
173:2947:4:"2001-12-29 20:06:04"
4577:1702:3:"2000-07-24 04:22:46"
566:1375:2:"2000-12-05 20:09:06"
4249:3101:3:"2000-08-03 15:31:26"
4186:3745:3:"2000-08-03 20:30:20"
198:2302:4:"2000-12-16 16:28:14"
5418:1407:4:"2000-06-05 08:15:27"
418:480:5:"2000-12-08 15:23:23"
4083:2605:4:"2000-08-05 09:53:39"
3804:2288:4:"2000-08-11 06:35:29"
24:2301:4:"2000-12-30 00:22:08"
3681:1330:3:"2000-09-14 19:12:56"
1207:2106:1:"2000-11-21 23:17:33"
5217:2390:4:"2000-06-21 03:31:41"
3991:2037:4:"2001-01-28 03:48:09"
1500:1732:5:"2001-04-26 04:38:38"
5111:320:2:"2000-06-30 03:46:20"
2511:2064:5:"2000-11-17 18:22:22"
1696:3591:3:"2000-11-21 01:01:57"
3428:3155:4:"2000-12-24 19:19:44"
5020:2115:5:"2000-07-03 02:04:39"
5601:465:4:"2000-05-25 01:52:28"
3705:1147:4:"2000-08-14 23:25:54"
4579:1016:3:"2000-09-24 01:47:39"
4682:2528:3:"2000-07-15 19:13:00"
1447:2716:5:"2001-02-01 09:41:51"
2832:213:4:"2000-10-26 21:32:38"
1736:3109:3:"2000-11-20 08:37:52"
1790:3916:1:"2000-11-20 09:08:15"
699:886:2:"2000-11-30 05:13:28"
3129:2567:3:"2000-09-18 14:48:45"
5475:3578:4:"2001-07-10 08:51:43"
2764:1704:5:"2000-11-02 04:19:47"
4448:2348:4:"2000-08-01 14:43:09"
2015:3257:1:"2000-11-22 01:16:37"
4212:3508:4:"2000-08-03 18:06:14"
1912:162:4:"2001-12-04 08:54:51"
3191:1101:5:"2000-09-11 07:28:45"
3372:913:4:"2000-08-30 05:03:22"
288:2167:5:"2000-12-11 21:53:21"
4779:2628:2:"2000-07-08 02:43:13"
1842:357:4:"2001-06-25 07:18:41"
5129:480:5:"2000-06-27 21:36:08"
199:71:4:"2000-12-16 23:28:00"
3082:3359:4:"2000-09-24 18:38:54"
1134:2762:5:"2000-11-22 09:16:51"
146:3683:3:"2001-01-19 22:28:50"
5763:3671:5:"2000-06-11 00:39:16"
5283:172:1:"2000-06-16 17:01:09"
4962:1339:4:"2000-07-09 00:32:53"
5042:3791:3:"2000-07-04 01:00:10"
5787:2944:4:"2001-09-22 03:34:49"
2149:3450:3:"2000-11-19 09:00:44"
3391:1884:5:"2000-08-30 19:35:53"
3658:2355:3:"2000-08-16 18:59:34"
5327:1036:4:"2000-06-15 22:32:48"
2540:305:3:"2000-11-12 18:07:53"
705:3623:3:"2000-11-30 02:32:57"
1598:788:2:"2000-11-20 16:39:23"
1101:1371:4:"2001-01-24 21:26:09"
3715:1270:5:"2000-08-14 17:08:41"
2288:434:1:"2000-11-18 04:54:54"
3603:2322:4:"2000-08-18 19:35:46"
3134:1653:5:"2000-09-16 08:06:35"
528:3450:4:"2001-01-21 02:03:16"
551:552:4:"2000-12-06 02:57:08"
3674:349:2:"2000-08-15 21:03:40"
1511:2208:5:"2000-11-20 20:23:10"
2117:1269:5:"2000-11-19 16:52:41"
42:66:2:"2000-12-28 22:40:59"
4682:3042:1:"2000-09-21 00:47:02"
2678:1994:3:"2000-11-05 04:04:28"
4796:550:4:"2000-07-07 18:41:44"
4998:2997:4:"2000-07-03 04:27:40"
1437:2145:4:"2000-11-20 23:03:11"
1501:788:4:"2000-11-22 23:01:34"
5767:2002:4:"2000-05-23 06:49:57"
5722:3719:1:"2000-12-19 18:53:52"
5220:1466:3:"2000-06-21 01:57:29"
4287:10:4:"2000-08-03 06:47:01"
393:3435:4:"2000-12-08 18:46:48"
2092:3950:4:"2001-06-09 02:01:38"
4141:1401:5:"2000-08-04 03:12:15"
3332:2693:5:"2000-09-02 00:51:22"
1242:1295:5:"2000-12-08 21:46:49"
3710:3033:5:"2000-08-14 19:09:40"
3503:102:3:"2001-04-26 10:11:08"
3683:2409:2:"2000-08-15 18:11:55"
2474:1975:2:"2000-11-13 22:06:16"
2759:527:4:"2000-11-02 14:46:56"
4673:1222:5:"2000-07-16 19:19:02"
1015:2716:4:"2000-11-23 22:08:17"
3586:1090:1:"2000-08-19 15:38:21"
2704:1704:4:"2000-11-04 01:57:37"
899:593:4:"2000-11-26 07:09:55"
4004:849:2:"2000-08-06 13:44:47"
4085:1378:4:"2000-08-05 21:14:50"
2900:3159:4:"2000-10-19 00:56:55"
1164:1101:3:"2001-10-31 01:04:30"
2038:457:4:"2000-11-19 23:46:51"
2888:3114:3:"2000-10-20 18:24:57"
4964:3424:4:"2000-07-03 11:21:53"
4271:1676:2:"2000-08-03 14:49:35"
3520:467:3:"2000-08-22 14:09:07"
4557:1701:4:"2000-08-02 21:09:24"
5795:2552:1:"2000-05-12 18:33:15"
1194:475:4:"2002-11-10 22:04:06"
1681:1228:5:"2000-11-20 09:33:38"
3949:2401:5:"2000-08-07 22:54:01"
48:2194:3:"2000-12-29 06:01:03"
4021:3642:4:"2000-08-06 02:20:08"
5614:2064:4:"2000-05-24 23:27:30"
64:110:5:"2000-12-27 05:48:44"
4810:3697:2:"2000-07-07 03:43:11"
5522:29:5:"2000-06-04 06:27:02"
123:2145:2:"2000-12-23 01:16:07"
1451:1036:5:"2000-11-21 01:37:13"
2157:1136:5:"2000-11-19 08:36:29"
2566:3699:4:"2000-11-11 18:38:33"
3621:1961:4:"2000-08-18 06:46:41"
3999:785:3:"2000-08-06 16:31:58"
3894:50:5:"2000-08-09 04:25:13"
438:1356:5:"2000-12-08 04:59:05"
5686:3551:3:"2000-05-18 22:59:10"
5063:1085:2:"2000-07-19 04:02:07"
1465:2779:3:"2000-11-21 01:23:06"
1221:2375:1:"2000-11-21 22:50:44"
2931:2398:2:"2001-01-29 07:59:38"
5874:2394:2:"2000-05-05 23:38:29"
1779:69:3:"2000-12-17 07:25:00"
3635:930:5:"2000-08-17 14:55:41"
3821:1186:4:"2000-11-20 23:54:07"
3462:3250:4:"2000-09-11 23:19:53"
331:2321:5:"2000-12-15 03:56:31"
461:2497:4:"2000-12-07 23:53:40"
924:1610:4:"2000-11-26 02:09:29"
5915:2841:3:"2000-05-03 08:34:45"
2620:1387:3:"2000-11-08 04:55:39"
255:2762:5:"2000-12-13 05:43:53"
1505:1747:4:"2001-03-05 00:41:46"
5059:2353:4:"2000-07-01 23:21:05"
608:2028:5:"2000-12-03 18:21:15"
4086:1569:5:"2000-08-05 21:27:20"
2100:2447:3:"2000-11-19 23:26:37"
4274:3176:3:"2000-08-03 13:18:31"
993:3793:2:"2000-12-27 15:51:25"
1964:3555:3:"2000-11-20 03:21:10"
187:2433:3:"2000-12-17 19:36:17"
2996:208:3:"2000-10-24 20:57:43"
5770:296:4:"2000-05-13 00:58:55"
5359:2720:2:"2000-12-04 16:55:10"
23:1148:3:"2001-01-02 20:26:54"
2887:3672:3:"2000-10-21 17:43:56"
2566:3555:3:"2001-12-03 08:26:14"
1836:3361:4:"2000-11-21 17:58:27"
852:2997:3:"2000-11-27 18:55:07"
2826:3302:3:"2000-12-17 18:04:34"
1807:1883:4:"2000-11-20 17:57:25"
161:3039:3:"2000-12-19 11:40:48"
3311:647:1:"2000-09-11 07:09:50"
3557:2542:5:"2000-08-20 22:59:49"
1988:118:3:"2000-11-22 02:33:53"
5003:2724:3:"2000-07-03 03:31:24"
4284:1722:4:"2000-08-03 06:37:04"
119:2683:4:"2000-12-22 08:03:03"
2056:904:5:"2000-11-21 15:36:07"
2848:1944:3:"2000-10-26 00:54:02"
3683:441:3:"2000-08-17 16:23:25"
3430:750:5:"2000-10-07 05:13:51"
2852:3864:5:"2000-10-25 22:46:19"
5341:3478:4:"2000-06-11 05:49:30"
5256:3421:4:"2000-06-26 02:51:37"
2282:1610:4:"2001-01-02 02:10:31"
166:1734:4:"2000-12-19 01:50:57"
346:2424:4:"2000-12-09 04:49:52"
5329:2729:4:"2000-06-12 21:40:11"
2181:3175:5:"2000-11-19 05:51:01"
3552:3148:4:"2000-08-21 02:39:54"
402:1193:4:"2000-12-08 17:59:37"
678:3525:3:"2001-04-30 15:42:38"
5040:1573:4:"2000-07-02 06:34:05"
5886:1429:4:"2000-05-05 02:16:58"
3557:1466:4:"2000-08-20 22:43:15"
721:810:2:"2000-12-02 17:39:17"
5567:3253:4:"2000-05-26 15:51:03"
4413:2881:4:"2000-08-01 18:42:44"
3940:535:4:"2000-08-08 18:37:41"
3125:1541:4:"2001-11-02 22:14:52"
2012:2468:2:"2000-11-20 01:21:32"
1489:2291:4:"2000-11-20 22:24:14"
2489:500:4:"2001-05-27 15:38:52"
4521:1371:4:"2000-07-29 03:59:16"
3796:3363:5:"2000-08-11 19:19:46"
5514:3354:2:"2000-05-30 19:28:56"
5553:2470:3:"2000-05-27 22:08:25"
5657:2442:3:"2003-01-04 03:11:29"
1211:2478:4:"2000-11-21 22:48:31"
1449:1198:4:"2000-11-29 18:20:58"
1422:1022:3:"2001-01-02 22:02:38"
889:94:2:"2000-11-26 19:00:08"
1470:2836:1:"2000-11-21 21:40:43"
149:112:3:"2001-06-21 22:11:01"
988:2762:5:"2000-12-09 22:38:47"
3055:260:5:"2000-09-30 20:19:04"
1969:2091:3:"2001-03-16 04:05:26"
2847:2025:4:"2002-08-10 08:46:58"
1974:2991:5:"2000-11-22 04:25:24"
302:293:5:"2000-12-11 04:28:55"
5779:534:2:"2000-05-12 21:32:06"
4914:1:3:"2000-07-04 04:25:41"
4523:1100:4:"2000-07-28 22:20:25"
1676:3868:4:"2000-11-20 09:53:55"
2316:39:3:"2000-11-18 15:39:52"
1160:2700:4:"2001-12-11 03:27:41"
4655:538:4:"2000-07-18 08:37:37"
5072:2532:2:"2000-07-01 13:12:02"
929:3481:5:"2000-11-25 23:12:22"
3679:1060:4:"2000-12-08 19:05:31"
2143:316:3:"2000-11-19 11:31:08"
442:1711:4:"2001-08-08 01:43:07"
3808:3544:4:"2000-08-11 05:54:33"
3963:2291:4:"2000-10-11 22:57:44"
1314:2496:3:"2000-11-29 22:21:35"
4235:3754:4:"2000-08-03 16:43:50"
5824:2416:2:"2000-05-10 16:55:45"
678:1060:3:"2001-05-07 15:00:51"
1890:1008:2:"2000-11-21 06:10:33"
948:2040:4:"2000-11-25 15:32:27"
5522:1377:5:"2000-06-04 05:45:29"
482:3896:4:"2000-12-07 20:30:30"
2572:531:3:"2000-11-11 03:25:22"
752:3256:2:"2000-11-30 22:12:19"
292:1617:4:"2000-12-11 20:01:57"
501:487:2:"2000-12-07 18:57:54"
3885:2121:2:"2000-08-30 18:24:54"
4948:2612:4:"2000-07-03 21:02:19"
4458:144:3:"2000-07-31 22:37:47"
2758:3052:4:"2000-11-02 18:16:45"
4404:2699:3:"2000-08-01 21:24:08"
4942:1954:3:"2000-07-03 19:08:34"
5403:3623:4:"2000-06-06 03:45:13"
274:2707:4:"2000-12-12 04:58:22"
5397:1028:2:"2002-12-11 21:39:18"
984:3210:4:"2000-11-25 03:04:41"
1374:1250:5:"2000-11-22 08:15:50"
2370:2067:4:"2000-11-16 02:29:39"
1137:3362:5:"2001-02-23 07:47:23"
3438:1569:4:"2000-08-26 22:47:30"
657:2997:5:"2000-12-01 18:55:52"
5265:1278:3:"2000-06-17 07:50:14"
1817:1240:4:"2000-11-20 08:00:10"
889:1711:2:"2000-11-26 15:25:46"
1117:1214:5:"2000-12-12 04:43:47"
5829:3421:5:"2000-05-09 19:43:40"
5581:1221:5:"2000-05-25 21:45:23"
3846:2463:4:"2001-01-06 04:28:15"
1860:1373:2:"2001-01-07 04:15:06"
1741:3424:5:"2000-11-20 10:00:37"
5281:3363:4:"2000-06-15 23:09:44"
4855:1265:3:"2000-07-06 03:49:02"
2611:3052:1:"2000-11-09 21:54:42"
520:3081:2:"2000-12-07 17:19:05"
3569:589:2:"2000-09-06 19:40:53"
1934:2762:3:"2000-11-20 04:30:33"
3999:1125:5:"2000-08-06 17:30:45"
3281:1270:4:"2000-09-05 18:05:20"
1943:1282:4:"2000-11-20 05:05:39"
5689:3040:2:"2000-06-26 05:26:03"
1181:2977:1:"2000-12-07 00:27:41"
3363:3578:2:"2002-06-26 02:20:32"
4149:110:4:"2000-08-04 00:48:54"
5074:1354:5:"2000-07-01 09:08:00"
1254:1683:5:"2000-11-21 17:09:08"
5498:1758:4:"2000-05-31 22:35:47"
1329:296:4:"2000-12-15 17:41:40"
3462:1043:1:"2000-10-10 16:46:59"
270:2312:4:"2000-12-12 21:37:13"
5019:750:5:"2000-07-03 02:16:12"
4076:3103:5:"2000-08-05 05:22:18"
1246:1377:4:"2000-11-22 12:17:25"
5021:2346:3:"2000-07-03 02:31:16"
4313:1263:5:"2000-08-03 01:22:34"
5225:1748:3:"2000-06-20 18:34:09"
477:2126:3:"2000-12-07 21:13:57"
5156:780:3:"2003-01-10 15:23:38"
6023:2985:3:"2000-04-26 14:21:56"
1260:1208:5:"2000-11-22 21:59:26"
1329:2431:1:"2000-12-14 23:26:31"
3643:3355:3:"2000-10-22 00:41:16"
2063:1128:3:"2000-12-02 09:11:00"
5178:356:5:"2000-06-26 07:26:38"
28:527:5:"2001-01-08 21:21:20"
5964:475:4:"2000-04-29 11:06:37"
1284:1472:4:"2000-11-21 22:36:15"
307:2289:5:"2000-12-10 23:03:34"
2937:802:3:"2000-10-14 01:13:15"
4223:1375:3:"2000-08-03 17:06:17"
1019:3639:4:"2000-11-23 20:43:15"
2624:2017:5:"2000-11-08 00:45:12"
5044:2022:4:"2000-07-02 15:54:12"
1609:3317:4:"2000-11-20 19:13:22"
1875:2262:3:"2000-12-02 15:41:49"
2304:1485:4:"2000-11-18 00:20:25"
3564:541:4:"2000-08-26 20:13:41"
1548:2721:5:"2000-11-20 18:48:02"
2804:316:4:"2000-10-29 04:57:49"
4085:588:4:"2000-08-05 07:35:11"
4312:2003:4:"2000-08-08 03:25:44"
2818:508:4:"2000-10-27 19:54:38"
5390:2402:3:"2000-06-06 23:41:46"
1922:1653:5:"2000-11-20 05:27:58"
166:296:4:"2000-12-19 01:57:27"
2671:1035:2:"2000-11-05 16:17:33"
4884:1866:3:"2000-07-04 22:45:19"
2208:69:3:"2000-11-19 07:02:18"
